Title,Rating,Reviews
Moderate,Camera no qualityREAD MORE,2
Excellent,Nice phone display quality is very niceREAD MORE,5
Unsatisfactory,Battery quality very low.battery down vary fast.READ MORE,5
Worthless,"Heating problem, Battery drain problemREAD MORE",1
Must buy!,really good choice at this priceREAD MORE,5
Must buy!,Some mobiles compare it was goodREAD MORE,5
Perfect product!,Super smartphone in this price rangePerformance was very goodCamera not expectedDisplay niceGood smartphoneREAD MORE,5
Simply awesome,Battery backup okey okey but camera very goodREAD MORE,5
Value-for-money,Top notch in every aspect except for the batteryREAD MORE,4
Terrific,Nice productREAD MORE,5
Super!,Value for moneyREAD MORE,5
Awesome,Display. 5 starBattery .4star Performance.5 star Comera .4.5 Star Charging 5 starHand felling.5 star Very slim and light weight  Over all this price range mobile is very good and no heating issue.  Heating issue solved is updated vule for moneyREAD MORE,5
Nice product,Good productREAD MORE,4
Highly recommended,Very goodREAD MORE,5
Classy product,Best in BudgetREAD MORE,5
Classy product,Good look with good soundREAD MORE,5
Utterly Disappointed,Battery is too badREAD MORE,1
Worth every penny,Mobile heating problem but Mobile is awesomeREAD MORE,5
Brilliant,Overall phone is osm in this price range. But cenmra disappointed battery 🔋 good display good and performance like osm. Without any thought go for it Fully waterproof amazing feature waterproof ultra thin phone . Love this phoneREAD MORE,5
Bad quality,All things are good except the Heating issue and very poor battery output (need to charge it twice a day with normal usage).READ MORE,2
Good,Gallery is avaREAD MORE,3
Decent product,Overall phone is good diaplay is ausam but camera is not so goodREAD MORE,3
Classy product,Overall good at this price segmentREAD MORE,5
Wonderful,Nice phone and look like an elegant.READ MORE,4
Must buy!,Good mobile awesomeREAD MORE,5
Terrific purchase,Good productREAD MORE,5
Fabulous!,Simply owesomeREAD MORE,5
Super!,Value for moneyREAD MORE,5
Wonderful,"Design is awesome ,camera is ok, Battery is draining very fast ,display is goodREAD MORE",4
Nice product,Value for moneyREAD MORE,4
Really Nice,NiceREAD MORE,4
Excellent,Overall nice phoneREAD MORE,5
Super!,GoodREAD MORE,5
Value-for-money,Very good productREAD MORE,4
Worth every penny,All Is Well 😊👍READ MORE,5
Best in the market!,At this price point moto edge 40 neo is a great deal 👌READ MORE,5
Mind-blowing purchase,GoodREAD MORE,5
Value-for-money,"Loved the phone! Hate Flipkart delivery.Display - POled 🤌🏽🤌🏽 is soo good, punchy colour with good colour balance and refresh rate is 144hz which makes usability buttery smooth .The camera is average. Pro tip- Install Gcam. 😉Design is flawless, not a fan of that vegan leather so opted for the black one.5g works perfectly, no issues but a bit more battery drain but quite understandable because 5g is still under process and this device will receive updates to handle that in the futur...READ MORE",4
Brilliant,Value for moneyREAD MORE,5
Simply awesome,"Awesome phone,worth buyingREAD MORE",5
Very Good,Overall good 👍READ MORE,4
Mind-blowing purchase,Very good phoneREAD MORE,5
Brilliant,Amazing 🤩READ MORE,5
Highly recommended,Good productREAD MORE,5
Wonderful,GoodREAD MORE,5
Awesome,GoodREAD MORE,5
Delightful,Good 👍READ MORE,4
Simply awesome,Like productREAD MORE,5
Super!,Awesome product in this rangeREAD MORE,5
Fabulous!,Amazing phone ☺️READ MORE,5
Highly recommended,AwesomeREAD MORE,5
Just wow!,V v goodREAD MORE,5
Wonderful,Very nice product and I am happy 😊READ MORE,5
Worth every penny,ExcellentREAD MORE,5
Awesome,Good lookingREAD MORE,5
Brilliant,Good phone Camera very good 👍🏻READ MORE,5
Terrific,Worth for moneyREAD MORE,5
Brilliant,Value for moneyREAD MORE,5
Highly recommended,AwsmREAD MORE,5
Best in the market!,back cover provided with the phone is not good But the phone overall looks very good.READ MORE,5
Good,Camra qwality is superREAD MORE,3
Just okay,GoodREAD MORE,3
Good quality product,Wow very nice display and performance I am happy for purchase this device I like itREAD MORE,4
Brilliant,Keep it up MotorolaREAD MORE,5
Worst experience ever!,Ear calling is not working. This is disappointingREAD MORE,5
Best in the market!,Nice phoneREAD MORE,5
Worth the money,The design of the phone is classy.it grand attention. Very good camera and display u will fall in love with...only concern is battery drains fast so thanks to fast charging otherwise it would have been difficultREAD MORE,4
Value-for-money,Camera quality is soo good 😊READ MORE,4
Value-for-money,Some features missing like storage cleaner and cache cleanerREAD MORE,4
Nice,Mobile is extremely good best performance but only problem is many app doesn't support or not working  properlyREAD MORE,3
Worth every penny,Mobile heating problem but Mobile is awesomeREAD MORE,5
Brilliant,Overall phone is osm in this price range. But cenmra disappointed battery 🔋 good display good and performance like osm. Without any thought go for it Fully waterproof amazing feature waterproof ultra thin phone . Love this phoneREAD MORE,5
Bad quality,All things are good except the Heating issue and very poor battery output (need to charge it twice a day with normal usage).READ MORE,2
Good,Gallery is avaREAD MORE,3
Decent product,Overall phone is good diaplay is ausam but camera is not so goodREAD MORE,3
Classy product,Overall good at this price segmentREAD MORE,5
Wonderful,Nice phone and look like an elegant.READ MORE,4
Simply awesome,Good phone good designREAD MORE,5
Value-for-money,Photo is good but battery not good.READ MORE,4
Simply awesome,Good.READ MORE,5
Terrific purchase,Very good product but battery draining issue 😔😄READ MORE,5
Wonderful,"Amazing look and feel, great camera with amazing battery life, and sound quality is superb. You can play BGMI in 60fpsREAD MORE",5
Perfect product!,Superb curved phoneREAD MORE,5
Great product,Product is absolutely fine? Waited for 2 monthsREAD MORE,5
Super!,Good phoneREAD MORE,5
Useless product,PoorREAD MORE,1
Perfect product!,Awesome looking and features phone at this price range 🥰READ MORE,5
Best in the market!,"Pros...looks, performance, value for moneyCons..... Not so handy as specified in descriptionAs a normal usage......i recommend this phoneREAD MORE",5
Really Nice,Sooper cameraREAD MORE,4
Perfect product!,Overall it's a decent product from MotorolaREAD MORE,5
Wonderful,Display and design is awasome.smooth display.sound is goodREAD MORE,4
Awesome,Good performance exlant camera . fast work Really smart phone 100% .scanner exlant Little bit warm while changing and battery drain in hitting please like sammer season . Battery 🔋 life one day any how use. 2 day in normal use. Go ahead to buy this phone .READ MORE,2
Good,Good display but needs careful handling. Battery is good for a whole day. Problem is camera.. Close pictures are good for both back and front camera.But distant photos are horrible. AI enhancement is not at all good.Processor is good enough for day to day use and light to medium gaming.READ MORE,3
Fair,Nice mobile. But cost is high.. no battery backup remains steady for 1 day. Now they have reduced cost.READ MORE,3
Good quality product,Awesome phone at this price point. Only Camera quality could have been better. But overall it's an  Awesome mobile.READ MORE,4
Just okay,the phone is really good Its battery backup is less but the good thing is that it gets charged fast.READ MORE,3
Fabulous!,Superb performanceREAD MORE,5
Terrific,Looking good. And working isREAD MORE,5
Nice,Only battery🔋 performing low. But all performance to good👍READ MORE,3
Mind-blowing purchase,Very good.. thanks motoREAD MORE,5
Classy product,The quality of the camera is good and the display you'll be a huge fan of this display. overall working of the phone is awesome the gaming experience and the smoothness this phone has is outstanding . Overall the phone is good to go charging speed is too good and it gets charged in 15 minutes up to 75 percent...READ MORE,5
Mind-blowing purchase,A complete phone ...READ MORE,5
Mind-blowing purchase,"Best value for money smartphone in current market. Display is brilliant, curved screen with POLED + 144 Hz refresh rate. Processor is smooth and works well with day to day activities (social media, videos, etc). Gaming - BGMI works fine on HD graphic settlings. Camera is good (not the best but gets the work done).Overall built quality is superb, sleak and lightweight.Go blindly for this phone, best in this segment. The Canal Bay and Soothing sea colors come with leather finish. Go for them....READ MORE",5
Simply awesome phone.,This segment the best phone at price.READ MORE,5
Classy product,Moto edge 40 neo awesome🥳🥳READ MORE,5
Perfect product!,Very Nice PhoneREAD MORE,5
Worth the money,Everything is good except battery 🔋READ MORE,4
Wonderful,Back camera is very nice but front camera is very bad 😔READ MORE,4
Highly recommended,ExcellentREAD MORE,5
Great product,Noise productREAD MORE,5
Wonderful,NiceREAD MORE,4
Good,Best qualityREAD MORE,4
Just wow!,GOOD PRODUCT BUT IT'S PRODUCE HEAT FOR FEW TIMESREAD MORE,5
Must buy!,"Very good mid-range phone with excellent display, Good camera, good battery and nice performance.READ MORE",5
Worst experience ever!,"Daily 3 times need to charge, which type of battery they are inbuilt in this phone (5000) mah.very poorREAD MORE",1
Good quality product,All rounder phonREAD MORE,4
Mind-blowing purchase,Excellent phone. Superb performance. Great specifications. A perfect package... Moto Edge 40 Neo a perfect smartphone.READ MORE,5
Really Nice,GoodREAD MORE,5
Just wow!,Brilliant MobileREAD MORE,5
Pretty good,Nice mobile for general useREAD MORE,4
Does the job,Battery draining fastlyREAD MORE,3
Nice product,Nice productREAD MORE,4
Great product,LovREAD MORE,5
Value-for-money,Product is very good.camera also good.baetry is goodREAD MORE,4
Classy product,GoodREAD MORE,5
Highly recommended,Good qualityREAD MORE,5
Wonderful,Amazing 👏 mobREAD MORE,5
Brilliant,ExcellentREAD MORE,5
Nice product,A good package at this price.READ MORE,4
Fabulous!,Phone is excellent.no doubt but battery drain very fast in 5G operation.READ MORE,5
Best in the market!,Good to use and in this price range camera not goodREAD MORE,5
Super!,Must buy 🥰READ MORE,5
Best in the market!,Outstanding performance just like a wowREAD MORE,5
Nice product,You need to inhance performance and heatREAD MORE,4
Wonderful,"software update It might be okay later but parformance wish, display wish, battery🔋and build quality wish to good 👍 personally I love it 😄.......READ MORE",4
Perfect product!,Length is slightly high Overall premium design and features in price rangeREAD MORE,5
Excellent,This is mobile is nice but charging time miner heating camera quality good screen good touch averageREAD MORE,5
Perfect product!,Awesome looking and features phone at this price range 🥰READ MORE,5
Absolute rubbish!,Worst camera and display.lava Agni 2 is best in this rangeREAD MORE,1
Mind-blowing purchase,osme value for money nice product with moto brandingREAD MORE,5
Super!,Very nice productREAD MORE,5
Good quality product,Best phone in this budgetREAD MORE,4
Wonderful,Wonderful 😊READ MORE,5
Nice product,If you are normal user then go for it .But if you want performance than this is not what you looking for .READ MORE,4
Awesome,Great looking phone ever with lot of feautures. must buy phone in this rangeREAD MORE,5
Fabulous!,Mind blowing. Lowest budget ultra premium phone.Loving it 🤩READ MORE,5
Terrific,Awesome super fentasticREAD MORE,5
Perfect product!,"This phone is a head turner because of its outstanding look. The caneel bay color shade is the icing on the cake, compliments well. The specifications are more than enough for a normal user. A good product from a reputed brand.READ MORE",5
Awesome,Awsm product....from motoREAD MORE,5
Highly recommended,Best but selfie not goodREAD MORE,5
Good quality product,"Quality and it's features gives you a premium feel when you hold it in your hand.Display as all knows is superb. Performance on using phone is very good.Battery heating issue it has no doubt.Problem is with screen guard which is not easily available and back cover which comes in box is very low quality will break very easily. That's only problem I faced so far, functionality wise no problem yet except some heating. Heating observed while playing games and using camera.READ MORE",4
Best in the market!,Thanks Flipkart. Awesome oneREAD MORE,5
Terrific purchase,Recommended this phone is best camera n musicPerformance phone under this priceREAD MORE,5
Simply awesome,Osm phnREAD MORE,5
Just wow!,I Love itREAD MORE,5
Worth every penny,Best phone under this priceREAD MORE,5
Value-for-money,Nice phone loved it. But it don't have gallery and dual app feature. That is needed sometimes..READ MORE,4
Nice product,The product is overall good. Night selfies are not that great but daylight selfies and rear camera pics are superb. The Dolby digital speaker set shows the difference.The phone is lightweight and handy to carry. Only when compared to night pics somewhere feels the difference compared to Vivo phone.READ MORE,4
Perfect product!,ExcellentREAD MORE,5
Perfect product!,All goodREAD MORE,5
Terrific,Good 👍READ MORE,5
Terrific purchase,Great 👍READ MORE,5
Just wow!,Nice 👍READ MORE,5
Worth the money,good color camera is good qualityREAD MORE,4
Really Nice,Good qualityREAD MORE,4
Wonderful,2023 best mobileREAD MORE,4
Very Good,Overall good phoneREAD MORE,4
Wonderful,Back camera is very nice but front camera is very bad 😔READ MORE,4
Highly recommended,ExcellentREAD MORE,5
Great product,Noise productREAD MORE,5
Wonderful,NiceREAD MORE,4
Good,Best qualityREAD MORE,4
Just wow!,GOOD PRODUCT BUT IT'S PRODUCE HEAT FOR FEW TIMESREAD MORE,5
Must buy!,"Very good mid-range phone with excellent display, Good camera, good battery and nice performance.READ MORE",5
Good quality product,All rounder phonREAD MORE,4
Mind-blowing purchase,Excellent phone. Superb performance. Great specifications. A perfect package... Moto Edge 40 Neo a perfect smartphone.READ MORE,5
Super!,Recommended for purchase without a second thought. Won't regret. Edge phones are specially designed phones for people who love elegance and style.READ MORE,5
Good,Phone is not performing well. Apps are lagging some and not able to open some appa some. Disappointed (Do not buy is phone.) I am writing this comment after one month of use.READ MORE,3
Just wow!,Very good productREAD MORE,5
Worth every penny,Good mobileREAD MORE,5
Excellent,Wonderful 👍 febulousREAD MORE,5
Highly recommended,Very niceREAD MORE,5
Expected a better product,Camera is not as expectedREAD MORE,2
Awesome,Nice mobileREAD MORE,5
Pretty good,Nice one. Good PerformanceREAD MORE,4
Brilliant,ExcellentREAD MORE,5
Nice product,A good package at this price.READ MORE,4
Fabulous!,Phone is excellent.no doubt but battery drain very fast in 5G operation.READ MORE,5
Best in the market!,Good to use and in this price range camera not goodREAD MORE,5
Super!,Must buy 🥰READ MORE,5
Best in the market!,Outstanding performance just like a wowREAD MORE,5
Nice product,You need to inhance performance and heatREAD MORE,4
Wonderful,"software update It might be okay later but parformance wish, display wish, battery🔋and build quality wish to good 👍 personally I love it 😄.......READ MORE",4
Perfect product!,Length is slightly high Overall premium design and features in price rangeREAD MORE,5
Excellent,This is mobile is nice but charging time miner heating camera quality good screen good touch averageREAD MORE,5
Good choice,Better Phone under 25000READ MORE,4
Awesome,Nice productREAD MORE,5
Just wow!,Decent productREAD MORE,5
Nice product,Just looking like a wao 👌🥰READ MORE,4
Super!,GoodREAD MORE,5
Great product,"I didn't take any photos, i don't have a spare mobile. I'm happy with the product. The front camera is not good enough just average, I'm not satisfied since i moved from the Sony lens (Real me X).Performance, display, Dolby sound and Battery Back up seriously too good. One more long term feedback, network and connectivity issues ( Heavily Facing issues with the Mobile n Wifi Connections, Real me was performing well compared to this ).Brought for the camera, display, Network and IP68 rat...READ MORE",5
Just okay,"battery Not good,All performance very good. Sound quality very good. Awesome .READ MORE",3
Brilliant,This is the best phone under 25k.READ MORE,5
Nice,This divaice is very very hiting problem. And very very slow processor.Others everything very good.READ MORE,3
Really Nice,Very good phone....READ MORE,4
Brilliant,Over all goodREAD MORE,5
Great product,Excellent 👍👌READ MORE,5
Must buy!,ExllentREAD MORE,5
Terrific purchase,Especially goodREAD MORE,5
Worth every penny,Best mobileAs per expectationLiked it..READ MORE,5
Mind-blowing purchase,AwesomeREAD MORE,5
Wonderful,Very good product 💯READ MORE,4
Nice product,Nice mobileREAD MORE,4
Classy product,Awesome this mobile is fantastic performREAD MORE,5
Really Nice,"Good, very speedy processor, over all good, some improvement required in photo galleryREAD MORE",4
Mind-blowing purchase,Great Display Experience With 144HZ Refresh Rate. Overall Great Phone Under 23k. Battery Drains Lit Bit Fast..READ MORE,5
Worth the money,Not badREAD MORE,4
Wonderful,Product is genuinely amazing firmware will resolve all the problems no complaints ✨READ MORE,5
Highly recommended,Very nice product by Motorola but some issues in tempered availability otherwise fabulousREAD MORE,5
Not good,Not up to the hype. I felt waste of moneyREAD MORE,2
Fair,This is very bad product. When you speaker full valume sound quality is very poor. Battery quality is not good. So don't purchase Motorola mobile.READ MORE,3
Just wow!,Value for money 💰 best phone under 25k Camera was distentREAD MORE,5
Utterly Disappointed,Fall from 1feet height glass brokedREAD MORE,1
Wonderful,NiceREAD MORE,4
Wonderful,I am Happy with this phnIt's like iPhone in Android shapeREAD MORE,5
Mind-blowing purchase,Good performance 🫰🏻💗READ MORE,5
Wonderful,"Everything is great except the battery. However I found if u put the phone in 4g when you are not using 5g there is a drastic difference, easily lasts one day.READ MORE",5
Fair,GoodREAD MORE,3
Wonderful,Mobile performance is good but camera quality is not that good.READ MORE,4
Pretty good,Motorola good comebackREAD MORE,4
Delightful,The product is awesome 👍. It's looks are quite impressive and feel lite . The features and overall performance is definitely good but I had to dealt small issues like heating problem and battery draining problem . And also the protective cover is not what I like . But overall I think it's a beat phone and the users feel happy to use this phone.READ MORE,4
Brilliant,Good but battery not godREAD MORE,5
Worst experience ever!,Not good phone over hitting problem 😞😕READ MORE,1
Pretty good,GoodREAD MORE,4
Terrific purchase,Thanku Filipcart 😊READ MORE,5
Awesome,"Looks very premium, very slim. Using for last 10 days. Only cons is battery but very fast charging. So manageble.READ MORE",5
Excellent,Great experienceREAD MORE,5
Awesome,Very good  phone this priceREAD MORE,5
Good,Good performanceREAD MORE,3
Mind-blowing purchase,Very goodREAD MORE,5
Awesome,"Best time to review since used for 2 weeks now. Good phone, easy to hold, easy to operate, fast browsing experience. Fast charger works perfectly, 5G works perfectly, and the battery lasts for 1 day but could be better. Camera is ok compared to price but could be better like Samsung FE model. Best part - curve display, stereo speakers, overall looks and feel.READ MORE",5
Value-for-money,SuperREAD MORE,4
Terrific purchase,Awesome go for it nice phoneREAD MORE,5
Pretty good,Very good mobile like more slim and Wight less handling also good and I really used amazing experienceREAD MORE,4
Excellent,Best phone this price RangeREAD MORE,5
Classy product,GoodREAD MORE,5
Fabulous!,Previously I used samsung s20plus.... It's giving that look and camera is great...loved itREAD MORE,5
Terrific,Balanced phone for Daily Normal UsageREAD MORE,5
Perfect product!,In this budget nice and good productREAD MORE,5
Not recommended at all,"The front camera is not good, the phone is useless if you want to take selfies, and many lighting processing is the worst.READ MORE",1
Terrific purchase,Awesome phone in this range no heating issues all is well but 5g is not working don't know why camera quality superbREAD MORE,5
Best in the market!,"Best mobile in this segment , don't worry you can buy without any doubtREAD MORE",5
Good quality product,Best phone in this budgetBattery is too good.. Hardly it takes 30 mnts for 100%Display is premiumCamera is not too goog but ok in this range.Vegan leather too is giving a premium lookOverall.. Great...READ MORE,4
Best in the market!,One of the bst phone in this segment ......thanks motoREAD MORE,5
Terrific,Very good ❤️❤️❤️READ MORE,5
Does the job,"Ok not so expected, expensiveREAD MORE",3
Perfect product!,Great phone  in budgetREAD MORE,5
Best in the market!,WowREAD MORE,5
Terrific,Very nice 👍READ MORE,5
Highly recommended,All good.l love this mobileREAD MORE,5
Not good,the phone is lagging a lotREAD MORE,2
Expected a better product,Heating issue and touch screen is very badREAD MORE,1
Terrific,Best phone under this budget. Great design and performance!READ MORE,5
Super!,Overall of 5 out of 5 😍🤩🤩🤩😍👌👌👌👌👌READ MORE,5
Nice,Good look screen osm camera mediumREAD MORE,3
Classy product,Good cameraREAD MORE,5
Best in the market!,phone camera and battery backup is very good display working  very smoothREAD MORE,5
Worth every penny,Best mobileAs per expectationLiked it..READ MORE,5
Mind-blowing purchase,AwesomeREAD MORE,5
Wonderful,Very good product 💯READ MORE,4
Nice product,Nice mobileREAD MORE,4
Classy product,Awesome this mobile is fantastic performREAD MORE,5
Really Nice,"Good, very speedy processor, over all good, some improvement required in photo galleryREAD MORE",4
Mind-blowing purchase,Great Display Experience With 144HZ Refresh Rate. Overall Great Phone Under 23k. Battery Drains Lit Bit Fast..READ MORE,5
Worth the money,Not badREAD MORE,4
Wonderful,Product is genuinely amazing firmware will resolve all the problems no complaints ✨READ MORE,5
Highly recommended,Very nice product by Motorola but some issues in tempered availability otherwise fabulousREAD MORE,5
Brilliant,"Display, Design and look of the Phone is 5 Star.very smooth phone with very fast charging.However camera could have been better as I felt noise in pictures taken in low light or inside....READ MORE",5
Nice product,"No space to dought, just go n grab this gadget,best in class, very handy size, impressive design,no more adds, specially side notification light is look special, battery also good.camera is best.evreything is outstanding.READ MORE",4
Good choice,In this price mobile is just wow best display I had ever seen some little issue in camera retarding picture quality.Overall I am satisfied.READ MORE,4
Worth To Buy,"Mobile was good by looks, Camera slim touch, fast 68w charging. it has pOLED display with 144 Hz smooth refresh rate, Stereo Speakers with Dolby Atmos and Camera with OIS sensor.READ MORE",5
Great product,Nice product.. I like the phoneREAD MORE,5
Don't waste your money,ONLY LOWER SPEAKER IS PRODUCING GOOD SOUND!!Though everything is good I have a major complaint about its sound production behaviour as only the lower speaker is producing good sound and the other is just producing meagre sound that's not acceptable from a brand like Motorola! I HATE you #Motorola for this 🤬In simple words stereo sound is just a dream !READ MORE,1
Wonderful,Nice product for  this rateREAD MORE,4
Very Good,Very goodREAD MORE,4
Best in the market!,What a product made by moto.No compitition in this range.READ MORE,5
Highly recommended,Value for money productREAD MORE,5
Super!,Best curved display smartphone.READ MORE,5
Not recommended at all,Very bad phoneREAD MORE,1
Good,GoodREAD MORE,3
Utterly Disappointed,Don't buy. camera is good but low light quality is bad Battery is very badREAD MORE,1
Perfect product!,"No regret to buy this, Beast phone!!READ MORE",5
Value-for-money,Nice phoneREAD MORE,2
Fair,Camera quality very good..READ MORE,3
Mind-blowing purchase,Excellent performance 👍READ MORE,5
Wonderful,"If any one want to buy this phone, for design and looks then go for it. It have a little issue with the battery 🔋 segment but it's ok. Pros:-Superb designPremium looksGood builtLoved the light weight designPerformance is minimalCons:-Camera can be betterBattery performance should be improvedThat's all.... ❤️ Overall the phone is goodREAD MORE",4
Terrific,AmezingREAD MORE,5
Awesome,Excellent phoneREAD MORE,5
Just wow!,Very good mobile at this priceREAD MORE,5
Excellent,"Its awosome display more than avg camera, and thunder performance but battery slightly disappointedREAD MORE",5
Value-for-money,Very nice and beautiful product done by Motorola..READ MORE,4
Wonderful,Very nice mobile.....READ MORE,4
Really Nice,Perfect fitREAD MORE,4
Best in the market!,very nice look and very lightweight alsoREAD MORE,5
Must buy!,Design super. battery low.daily 2 to 3 times charging requiredREAD MORE,4
Just okay,"Third class return policy ,  camera app close some time not open I am very disappointed ,if I am in under return policy then why Flipkart show me go to Motorola web side for internal issues...READ MORE",3
Pretty good,"1. The sleek and compact design is wonderful.2. Moto has done a great job in optimising the user experience, it's nearly stock Android and feels great. 3. Camera is above average, does the job.4. Battery life is bad, at this price we expect 7-8hr minimum. But it gives roughly 5.5-6hr screen ontime on average use (gaming not included)5. Screen is fabulous. And since I'm not a heavy gamer I'd say it's performing great with light gaming and multitasking.READ MORE",4
Best in the market!,"Best mobile in this segment , don't worry you can buy without any doubtREAD MORE",5
Good quality product,Best phone in this budgetBattery is too good.. Hardly it takes 30 mnts for 100%Display is premiumCamera is not too goog but ok in this range.Vegan leather too is giving a premium lookOverall.. Great...READ MORE,4
Best in the market!,One of the bst phone in this segment ......thanks motoREAD MORE,5
Terrific,Very good ❤️❤️❤️READ MORE,5
Does the job,"Ok not so expected, expensiveREAD MORE",3
Perfect product!,Great phone  in budgetREAD MORE,5
Best in the market!,WowREAD MORE,5
Terrific,Very nice 👍READ MORE,5
Highly recommended,All good.l love this mobileREAD MORE,5
Not good,the phone is lagging a lotREAD MORE,2
Expected a better product,Heating issue and touch screen is very badREAD MORE,1
Terrific,Best phone under this budget. Great design and performance!READ MORE,5
Super!,Overall of 5 out of 5 😍🤩🤩🤩😍👌👌👌👌👌READ MORE,5
Nice,Good look screen osm camera mediumREAD MORE,3
Classy product,Good cameraREAD MORE,5
Best in the market!,phone camera and battery backup is very good display working  very smoothREAD MORE,5
Super!,So nice phoneREAD MORE,5
Worth every penny,Nice phoneREAD MORE,5
Nice product,I am using  this phone since one month...Over-all this phone is good... You can buy it without any hesitation....READ MORE,4
Just wow!,SuperbREAD MORE,5
Value-for-money,Mobile is good but charge speed droppingBut camara update pleaseREAD MORE,4
Classy product,NiceREAD MORE,5
Brilliant,Very nice 👍READ MORE,5
Must buy!,I got this phone with exchange offerIn this price range it's awesomeI got this phone in 18.5kSome times battery drains so fast.we have to charge this phone twice per day. I think it may be ready in updatesUser experience is awesome I like itREAD MORE,5
Absolute rubbish!,Motorola edge 40 neo divas is good but camera is not good 😞READ MORE,1
Good quality product,Very nice phoneREAD MORE,1
Brilliant,"Display, Design and look of the Phone is 5 Star.very smooth phone with very fast charging.However camera could have been better as I felt noise in pictures taken in low light or inside....READ MORE",5
Nice product,"No space to dought, just go n grab this gadget,best in class, very handy size, impressive design,no more adds, specially side notification light is look special, battery also good.camera is best.evreything is outstanding.READ MORE",4
Good choice,In this price mobile is just wow best display I had ever seen some little issue in camera retarding picture quality.Overall I am satisfied.READ MORE,4
Worth To Buy,"Mobile was good by looks, Camera slim touch, fast 68w charging. it has pOLED display with 144 Hz smooth refresh rate, Stereo Speakers with Dolby Atmos and Camera with OIS sensor.READ MORE",5
Brilliant,Worth for money..READ MORE,5
Great product,"Super display, super performance, good camera,everage battery performanceREAD MORE",5
Worth every penny,"Best smart phone, Design lookes rich. Very lightweight and best for all thingsREAD MORE",5
Does the job,Battery and camera not soo.....good but okREAD MORE,3
Nice,SuperREAD MORE,3
Worth every penny,Very best value for moneyREAD MORE,5
Just okay,Battery drains fastREAD MORE,3
Just wow!,GoodREAD MORE,5
Delightful,Amazing mobile ....all things are awesome...only front camera require update to make it best one..READ MORE,4
Mind-blowing purchase,best edge mobileREAD MORE,5
Best in the market!,If u r looking for phone under 25 k so u should try this one amazing.READ MORE,5
Worth the money,This is very good product.. but it's camera is low quality picturesREAD MORE,4
Terrible product,Waste of money mobile is overheating after use one hour charging is fast but that time mobile also over heatingREAD MORE,1
Wonderful,Ok okREAD MORE,4
Decent product,Product is very good but this is a over heatingREAD MORE,3
Best in the market!,Better then all phone on this price segmentREAD MORE,5
Awesome,Excellent phoneREAD MORE,5
Just wow!,Very good mobile at this priceREAD MORE,5
Excellent,"Its awosome display more than avg camera, and thunder performance but battery slightly disappointedREAD MORE",5
Wonderful,Very nice mobile.....READ MORE,4
Value-for-money,Very nice and beautiful product done by Motorola..READ MORE,4
Really Nice,Perfect fitREAD MORE,4
Best in the market!,very nice look and very lightweight alsoREAD MORE,5
Must buy!,Design super. battery low.daily 2 to 3 times charging requiredREAD MORE,4
Just okay,"Third class return policy ,  camera app close some time not open I am very disappointed ,if I am in under return policy then why Flipkart show me go to Motorola web side for internal issues...READ MORE",3
Pretty good,"1. The sleek and compact design is wonderful.2. Moto has done a great job in optimising the user experience, it's nearly stock Android and feels great. 3. Camera is above average, does the job.4. Battery life is bad, at this price we expect 7-8hr minimum. But it gives roughly 5.5-6hr screen ontime on average use (gaming not included)5. Screen is fabulous. And since I'm not a heavy gamer I'd say it's performing great with light gaming and multitasking.READ MORE",4
Simply awesome,Camera 4.5/5Performance 4/5Battery 4/5Design 5/5Display 5/5Value for money 4.5/5READ MORE,5
Very poor,Performance and battery lowREAD MORE,1
Waste of money!,Im not interested to share at all because after RCV I got a back side colour damage issue after 1 month. Now it's looks like a back side damage old phoneREAD MORE,1
Highly recommended,OkREAD MORE,5
Delightful,"Pros - High Class Premium Feel. Especially with the in box cover, Good Back Camera, Stock UI with no bloatware. Cons - Front Camera is okay, Battery backup average, Processor is Good and 90% smooth UI but in some places it can lag easily.READ MORE",4
Good,It has a very cool design only. Other features are not in the list🤣READ MORE,3
Expected a better product,Front camera is very bad....very upset 😔READ MORE,2
Could be way better,Selfie and back camara not good and images are not clear . Images are like oil printing.READ MORE,2
Worth the money,Good phoneVery nice performanceREAD MORE,4
Perfect product!,Best phone forever 😚😚READ MORE,5
Highly recommended,WorthyREAD MORE,5
Classy product,NiceREAD MORE,5
Brilliant,Best phone at this priceREAD MORE,5
Worth every penny,Super camera clearityREAD MORE,5
Value-for-money,"If you're purchasing for camera don't buy this phone.Battery life, charging speed, display and performance too good.READ MORE",4
Fair,Camera is not betterREAD MORE,3
Super!,all goodREAD MORE,5
Delightful,Front camera needs improvement specially in night rest it's good Phone to buyREAD MORE,4
Fabulous!,Very nice phoneREAD MORE,5
Unsatisfactory,Battery drain very fast and heating issueREAD MORE,1
Classy product,Very goodREAD MORE,5
Fabulous!,AmezingREAD MORE,5
Very Good,Super daREAD MORE,4
Super!,Value for money product.READ MORE,5
Terrific purchase,Osm MotorolaREAD MORE,5
Wonderful,Everything is fine only heating issueREAD MORE,4
Good choice,Best mobile in this price segment buy without any tensionREAD MORE,4
Wonderful,Loved it 😍READ MORE,5
Delightful,OkREAD MORE,4
Delightful,"Display, performance good but camera and battery is not really goodREAD MORE",4
Brilliant,Worth for money..READ MORE,5
Great product,"Super display, super performance, good camera,everage battery performanceREAD MORE",5
